user_id,monthly_income,age,risk_tolerance,job_industry,dependent_count,monthly_expenses,emergency_fund_ratio,spending_volatility,income_stability,savings_goal_timeline,fixed_deposit_rate,savings_account_rate,debt_to_income_ratio,fixed_deposit_allocation_percentage,savings_account_allocation_percentage
7124,4933.09,39,5.53,Healthcare,0,3716.77,0.52,0.18,0.82,26,2.82,0.47,0.36,68.0,32.0
7125,7013.27,23,4.09,Manufacturing,4,7631.81,0.54,0.21,0.84,21,2.65,0.49,0.29,62.0,38.0
7126,2500.0,38,1.9,Energy,0,1559.34,0.39,0.17,0.95,28,2.51,0.6,0.35,62.0,38.0
7127,5034.62,37,8.57,Services,1,3336.33,0.55,0.32,0.83,27,3.08,0.41,0.23,75.0,25.0
7128,5937.36,35,4.05,Technology,4,5315.37,0.31,0.24,0.95,21,2.78,0.54,0.32,65.0,35.0
7129,5290.17,33,5.76,Finance,0,2826.63,0.46,0.29,0.99,20,2.76,0.49,0.44,70.0,30.0
7130,6964.8,23,5.26,Healthcare,2,4038.82,0.41,0.2,0.93,21,3.13,0.54,0.11,68.0,32.0
7131,4888.48,31,6.85,Manufacturing,1,3262.28,0.22,0.14,0.95,40,3.18,0.57,0.27,80.0,20.0
7132,4723.17,49,5.67,Manufacturing,3,3401.66,0.13,0.23,0.95,18,2.79,0.7,0.26,69.0,31.0
7133,5888.49,35,5.73,Education,3,6331.27,0.36,0.26,0.71,32,2.58,0.32,0.33,67.0,33.0
7134,5148.97,32,1.55,Government,1,3423.12,0.36,0.26,0.95,18,2.8,0.44,0.19,55.0,45.0
7135,4414.39,35,4.25,Finance,0,3070.52,0.36,0.12,1.0,20,3.26,0.51,0.21,69.0,31.0
7136,5774.22,37,6.62,Energy,1,3729.55,0.56,0.21,0.92,27,2.63,0.48,0.36,75.0,25.0
7137,4021.21,40,6.48,Technology,4,4662.64,0.61,0.12,0.91,29,2.6,0.44,0.26,76.0,24.0
7138,4083.23,33,4.07,Education,0,2574.93,0.5,0.17,0.83,26,2.85,0.31,0.37,65.0,35.0
7139,4208.01,38,3.13,Retail,4,3096.62,0.49,0.23,0.82,29,2.78,0.44,0.34,61.0,39.0
7140,7029.6,48,5.69,Retail,3,6552.53,0.39,0.27,0.84,29,2.86,0.53,0.39,69.0,31.0
7141,2500.0,43,1.14,Manufacturing,0,1689.86,0.43,0.21,0.78,29,2.84,0.59,0.2,55.0,45.0
7142,5593.4,53,3.78,Energy,2,5170.36,0.46,0.14,0.71,19,2.77,0.49,0.44,58.0,42.0
7143,5051.41,29,8.14,Finance,0,3205.56,0.42,0.23,1.0,21,2.7,0.54,0.27,79.0,21.0
7144,2500.0,48,7.67,Finance,1,1817.17,0.49,0.16,1.0,24,2.72,0.5,0.4,80.0,20.0
7145,5464.59,28,6.23,Services,1,3001.08,0.41,0.19,0.95,33,2.58,0.54,0.13,77.0,23.0
7146,5713.63,37,5.96,Manufacturing,1,4610.35,0.33,0.2,0.79,29,2.75,0.38,0.29,70.0,30.0
7147,5884.46,40,2.57,Healthcare,1,4247.98,0.44,0.17,0.99,24,2.77,0.55,0.3,64.0,36.0
7148,2500.0,30,4.39,Retail,1,1753.35,0.36,0.23,0.82,25,2.73,0.44,0.35,64.0,36.0
7149,7049.58,35,5.06,Manufacturing,2,5304.71,0.62,0.24,0.84,15,2.89,0.45,0.43,62.0,38.0
7150,3893.39,42,4.42,Healthcare,2,2904.97,0.34,0.25,0.89,22,2.76,0.49,0.27,64.0,36.0
7151,6029.85,29,4.97,Healthcare,4,6203.89,0.8,0.27,0.95,20,2.83,0.48,0.13,66.0,34.0
7152,6111.61,48,7.45,Finance,2,4088.24,0.65,0.19,1.0,31,2.79,0.44,0.1,80.0,20.0
7153,3684.95,23,4.69,Technology,2,3203.03,0.23,0.14,0.81,25,2.82,0.61,0.22,66.0,34.0
7154,5990.69,50,4.99,Services,1,3225.46,0.59,0.14,0.89,33,2.59,0.53,0.37,73.0,27.0
7155,4421.76,43,6.61,Education,0,2026.69,0.38,0.29,0.79,42,2.61,0.44,0.35,75.0,25.0
7156,2500.0,34,3.37,Education,0,1977.68,0.48,0.28,0.7,30,3.02,0.45,0.3,58.0,42.0
7157,6751.61,31,4.24,Retail,1,4067.73,0.64,0.27,0.83,16,2.87,0.5,0.37,59.0,41.0
7158,3837.43,30,4.39,Government,2,3041.91,0.28,0.17,1.0,22,2.59,0.46,0.48,69.0,31.0
7159,3718.26,33,5.58,Government,2,2780.66,0.33,0.28,0.87,10,2.44,0.41,0.48,61.0,39.0
7160,4395.4,34,4.98,Finance,4,4211.6,0.51,0.19,0.85,38,2.98,0.51,0.43,73.0,27.0
7161,5408.36,45,5.03,Services,1,3897.55,0.34,0.22,0.76,42,2.93,0.5,0.37,71.0,29.0
7162,4914.09,50,4.5,Manufacturing,2,4448.05,0.1,0.24,0.95,16,2.71,0.49,0.24,64.0,36.0
7163,5822.1,36,3.89,Finance,3,3837.95,0.54,0.26,1.0,20,2.82,0.64,0.5,65.0,35.0
7164,2990.77,28,6.41,Construction,1,2359.12,0.46,0.23,0.91,19,2.84,0.5,0.34,70.0,30.0
7165,3886.42,30,4.99,Education,1,2756.86,0.4,0.27,0.95,17,2.62,0.41,0.32,65.0,35.0
7166,4826.0,33,6.43,Construction,3,3116.66,0.42,0.2,0.94,12,2.8,0.54,0.19,68.0,32.0
7167,7846.83,26,3.83,Manufacturing,2,5621.56,0.74,0.19,0.84,30,2.78,0.38,0.3,65.0,35.0
7168,4829.28,25,4.5,Services,2,2837.36,0.55,0.18,0.8,15,2.61,0.63,0.32,60.0,40.0
7169,6627.83,51,5.17,Education,3,4158.84,0.27,0.14,0.95,23,2.84,0.48,0.31,71.0,29.0
7170,5057.83,37,5.31,Services,2,3680.1,0.42,0.1,0.86,17,2.86,0.43,0.15,67.0,33.0
7171,4274.51,28,6.63,Retail,0,3285.53,0.58,0.25,0.76,10,2.58,0.47,0.2,62.0,38.0
7172,4629.91,41,4.85,Manufacturing,3,4100.44,0.57,0.19,0.9,19,2.97,0.54,0.34,66.0,34.0
7173,4747.37,25,6.62,Finance,3,4813.45,0.17,0.24,0.92,12,2.69,0.3,0.34,68.0,32.0
7174,5905.47,26,6.06,Energy,0,3883.41,0.32,0.23,0.95,24,2.67,0.49,0.24,72.0,28.0
7175,7061.92,28,5.34,Finance,1,6253.15,0.23,0.21,0.85,28,2.95,0.54,0.18,69.0,31.0
7176,5539.52,48,4.07,Finance,1,4842.24,0.5,0.25,1.0,28,2.94,0.63,0.08,69.0,31.0
7177,6780.62,32,6.64,Government,3,4892.22,0.26,0.25,0.97,26,2.63,0.36,0.5,75.0,25.0
7178,3552.82,23,4.11,Healthcare,0,2334.56,0.63,0.15,0.97,29,2.89,0.3,0.24,70.0,30.0
7179,4378.05,44,5.47,Healthcare,1,2782.4,0.59,0.28,0.98,16,2.89,0.48,0.23,67.0,33.0
7180,3913.55,32,5.42,Government,2,2984.56,0.36,0.24,0.93,21,2.72,0.54,0.12,68.0,32.0
7181,5471.67,23,5.19,Technology,1,4910.29,0.21,0.16,0.9,21,2.92,0.44,0.2,68.0,32.0
7182,4461.56,32,4.92,Construction,4,3659.26,0.28,0.17,0.88,12,2.42,0.5,0.45,63.0,37.0
7183,6094.66,39,4.27,Retail,4,4534.05,0.47,0.14,0.86,17,2.68,0.52,0.18,63.0,37.0
7184,3603.5,38,3.07,Manufacturing,0,1938.68,0.53,0.23,0.95,15,2.97,0.58,0.39,59.0,41.0
7185,5064.55,49,7.61,Education,0,3091.67,0.39,0.19,0.72,22,2.7,0.58,0.21,70.0,30.0
7186,6030.29,28,4.76,Government,0,5125.74,0.1,0.1,1.0,28,2.59,0.39,0.24,74.0,26.0
7187,2500.0,35,5.31,Construction,1,2192.53,0.5,0.17,0.87,20,2.3,0.43,0.39,67.0,33.0
7188,8182.45,29,5.3,Finance,2,3927.57,0.1,0.18,1.0,16,3.0,0.35,0.14,69.0,31.0
7189,4575.27,23,7.14,Finance,1,3253.3,0.1,0.21,1.0,24,2.66,0.63,0.31,77.0,23.0
7190,2500.0,42,8.4,Education,0,1467.76,0.55,0.12,0.92,20,2.49,0.42,0.33,79.0,21.0
7191,5237.14,38,5.74,Government,0,3920.69,0.22,0.21,0.91,18,2.87,0.47,0.33,68.0,32.0
7192,5050.17,37,5.26,Retail,0,2687.19,0.44,0.28,0.78,36,3.12,0.44,0.3,69.0,31.0
7193,4877.16,38,3.81,Education,1,2931.13,0.41,0.21,0.9,32,2.82,0.6,0.36,68.0,32.0
7194,6486.79,29,3.33,Government,2,4614.84,0.28,0.23,1.0,25,2.41,0.41,0.23,66.0,34.0
7195,6121.17,26,2.84,Services,1,3910.89,0.43,0.28,0.83,19,2.65,0.65,0.12,56.0,44.0
7196,5446.81,35,4.31,Technology,0,3895.31,0.32,0.2,0.75,20,3.0,0.35,0.29,60.0,40.0
7197,5675.23,44,2.36,Government,2,4198.84,0.41,0.19,1.0,17,2.84,0.33,0.49,60.0,40.0
7198,4843.46,47,7.12,Construction,3,4724.42,0.34,0.22,0.77,18,2.53,0.43,0.28,68.0,32.0
7199,7663.24,41,6.13,Energy,0,4360.12,0.32,0.16,0.88,23,3.3,0.7,0.29,71.0,29.0
7200,2781.21,35,5.12,Education,1,2253.43,0.3,0.17,0.75,6,2.69,0.31,0.18,57.0,43.0
7201,5209.48,37,7.16,Finance,0,2783.4,0.27,0.1,0.92,35,2.75,0.54,0.57,80.0,20.0
7202,5097.54,35,3.89,Energy,0,3626.77,0.53,0.31,0.85,27,2.73,0.49,0.12,62.0,38.0
7203,6219.92,26,4.27,Technology,2,4478.43,0.33,0.24,0.82,17,2.98,0.5,0.23,60.0,40.0
7204,3734.22,35,2.6,Manufacturing,1,3036.22,0.23,0.15,0.87,35,2.75,0.68,0.25,66.0,34.0
7205,2500.0,24,6.66,Manufacturing,2,1217.72,0.34,0.25,0.88,29,2.43,0.44,0.2,74.0,26.0
7206,5235.23,34,4.28,Manufacturing,3,3890.7,0.32,0.16,0.8,30,2.43,0.54,0.21,66.0,34.0
7207,5421.85,48,5.52,Healthcare,2,4989.18,0.34,0.2,0.89,21,2.68,0.5,0.3,68.0,32.0
7208,7234.4,41,7.0,Services,1,5011.97,0.51,0.2,0.95,28,2.84,0.45,0.22,77.0,23.0
7209,3094.46,27,7.56,Healthcare,1,1633.45,0.31,0.18,0.93,10,2.7,0.44,0.15,71.0,29.0
7210,6732.04,34,5.46,Retail,0,3899.88,0.34,0.16,0.88,26,2.92,0.53,0.04,70.0,30.0
7211,8551.12,28,6.08,Finance,2,7063.48,0.5,0.26,0.81,21,3.09,0.46,0.15,66.0,34.0
7212,4433.35,34,4.14,Healthcare,0,2522.17,0.47,0.2,1.0,31,2.55,0.46,0.33,71.0,29.0
7213,3063.59,43,8.03,Education,0,2347.03,0.3,0.28,0.9,20,2.84,0.4,0.44,74.0,26.0
7214,4389.54,40,5.25,Energy,0,3329.51,0.54,0.15,0.65,19,2.7,0.44,0.21,60.0,40.0
7215,5021.01,54,5.62,Manufacturing,0,3598.91,0.54,0.18,0.75,33,2.65,0.55,0.36,70.0,30.0
7216,5845.68,44,4.89,Manufacturing,2,5282.75,0.53,0.2,0.78,32,2.69,0.45,0.28,67.0,33.0
7217,4112.91,36,7.3,Government,3,3199.95,0.45,0.26,1.0,30,2.94,0.55,0.24,79.0,21.0
7218,7332.8,40,5.8,Technology,4,8199.51,0.37,0.16,0.95,27,2.82,0.58,0.26,74.0,26.0
7219,3328.2,33,6.64,Retail,2,3025.59,0.24,0.23,0.9,29,2.7,0.56,0.2,75.0,25.0
7220,2500.0,25,6.03,Education,0,1592.78,0.19,0.22,0.95,22,3.18,0.62,0.17,71.0,29.0
7221,6660.07,45,5.17,Government,0,3245.81,0.39,0.27,1.0,17,2.73,0.6,0.24,67.0,33.0
7222,2500.0,43,6.89,Technology,0,1033.31,0.4,0.22,0.74,26,2.87,0.59,0.3,69.0,31.0
7223,4693.81,33,6.02,Construction,0,3515.51,0.36,0.11,0.84,10,2.78,0.47,0.18,65.0,35.0
7224,9676.52,37,4.06,Retail,2,5676.95,0.38,0.15,0.84,34,2.49,0.3,0.31,69.0,31.0
7225,4981.93,44,4.02,Finance,3,3613.05,0.6,0.15,1.0,23,2.74,0.37,0.23,69.0,31.0
7226,3318.85,41,5.72,Healthcare,2,2778.71,0.64,0.18,1.0,22,2.68,0.48,0.34,73.0,27.0
7227,4913.9,23,6.86,Technology,3,3321.95,0.23,0.27,0.95,16,2.71,0.55,0.32,70.0,30.0
7228,4923.8,36,7.96,Services,1,4603.75,0.44,0.19,0.9,34,3.2,0.6,0.32,80.0,20.0
7229,5240.97,33,2.83,Technology,1,3884.19,0.41,0.2,0.89,29,2.68,0.43,0.06,63.0,37.0
7230,5993.39,43,5.54,Finance,3,6216.06,0.5,0.19,0.91,26,2.82,0.57,0.25,71.0,29.0
7231,3441.33,43,6.23,Education,2,3114.79,0.66,0.23,0.86,28,2.96,0.5,0.24,72.0,28.0
7232,7531.32,45,5.94,Energy,1,3313.78,0.73,0.16,0.95,24,2.65,0.52,0.29,73.0,27.0
7233,5367.67,26,7.01,Manufacturing,1,4277.44,0.51,0.19,0.95,30,2.6,0.56,0.2,78.0,22.0
7234,6090.19,28,6.48,Technology,0,3948.8,0.41,0.19,0.91,21,2.86,0.59,0.23,72.0,28.0
7235,4057.78,43,4.02,Retail,3,3395.87,0.35,0.2,0.77,24,2.81,0.43,0.3,61.0,39.0
7236,6929.57,30,3.98,Energy,0,4486.62,0.77,0.17,0.95,28,2.9,0.47,0.38,69.0,31.0
7237,4614.42,23,5.97,Manufacturing,1,3834.67,0.28,0.13,0.9,12,2.47,0.68,0.2,67.0,33.0
7238,5416.33,39,6.99,Finance,2,5294.16,0.52,0.25,0.97,13,3.13,0.32,0.07,71.0,29.0
7239,3600.34,30,5.72,Healthcare,2,2293.22,0.36,0.19,1.0,38,2.81,0.64,0.37,79.0,21.0
7240,3504.6,49,3.13,Technology,0,2305.08,0.2,0.26,0.79,17,3.01,0.45,0.3,55.0,45.0
7241,6032.31,37,3.93,Education,0,4766.68,0.66,0.22,0.78,36,3.28,0.53,0.22,66.0,34.0
7242,4334.59,36,6.54,Manufacturing,2,3273.09,0.14,0.23,0.81,21,2.77,0.6,0.2,68.0,32.0
7243,3719.27,32,4.98,Government,1,2742.32,0.1,0.26,0.85,15,2.63,0.69,0.31,62.0,38.0
7244,4035.22,47,5.68,Services,0,2710.58,0.51,0.33,0.86,33,2.72,0.49,0.26,70.0,30.0
7245,6048.43,37,7.1,Government,4,7197.63,0.35,0.27,0.75,28,2.76,0.69,0.49,70.0,30.0
7246,4056.44,31,3.7,Technology,2,3528.31,0.46,0.24,0.8,29,2.83,0.38,0.39,62.0,38.0
7247,4823.52,28,4.88,Government,2,4919.99,0.4,0.21,0.75,14,3.06,0.37,0.26,59.0,41.0
7248,5022.54,34,4.72,Manufacturing,2,4968.46,0.49,0.26,0.82,27,2.8,0.51,0.4,65.0,35.0
7249,2500.0,27,6.03,Finance,0,1568.24,0.36,0.16,0.93,6,3.05,0.35,0.25,65.0,35.0
7250,2793.31,43,6.66,Manufacturing,4,2659.54,0.54,0.23,0.95,27,3.03,0.44,0.24,75.0,25.0
7251,5504.42,23,3.28,Technology,4,6550.26,0.54,0.26,0.88,16,2.83,0.44,0.16,58.0,42.0
7252,3894.46,33,5.49,Technology,2,2504.11,0.63,0.25,0.77,35,2.49,0.55,0.41,69.0,31.0
7253,6585.09,39,6.8,Manufacturing,2,5737.81,0.59,0.2,0.81,31,2.98,0.52,0.23,74.0,26.0
7254,6450.21,37,2.72,Education,2,5628.07,0.38,0.22,0.95,25,2.94,0.48,0.41,63.0,37.0
7255,6078.75,29,5.4,Manufacturing,2,4539.81,0.5,0.18,0.74,32,2.76,0.57,0.3,68.0,32.0
7256,7729.66,40,3.68,Healthcare,1,5203.24,0.46,0.16,1.0,43,2.59,0.48,0.33,76.0,24.0
7257,4875.37,27,4.54,Services,1,3355.46,0.46,0.27,0.89,23,2.79,0.67,0.28,65.0,35.0
7258,5973.32,34,1.74,Services,0,4302.25,0.2,0.18,0.72,26,2.9,0.51,0.26,54.0,46.0
7259,4123.4,40,7.59,Energy,1,3616.33,0.51,0.18,0.75,14,2.56,0.65,0.3,67.0,33.0
7260,8678.55,38,4.97,Services,1,6910.66,0.49,0.18,0.93,17,2.56,0.53,0.27,66.0,34.0
7261,7975.45,29,4.29,Energy,0,4180.91,0.67,0.17,0.92,16,3.3,0.55,0.24,64.0,36.0
7262,5017.82,44,5.99,Retail,2,4820.63,0.57,0.16,0.89,24,2.57,0.3,0.2,71.0,29.0
7263,5579.88,35,3.94,Energy,1,4721.82,0.42,0.11,0.86,27,2.66,0.44,0.35,67.0,33.0
7264,7038.95,40,3.79,Retail,2,5282.93,0.38,0.12,0.84,18,3.12,0.52,0.42,62.0,38.0
7265,4779.29,47,7.77,Construction,0,2793.75,0.25,0.19,0.77,26,2.61,0.44,0.32,73.0,27.0
7266,4015.06,43,8.21,Technology,1,2469.67,0.67,0.22,0.89,31,2.59,0.54,0.45,80.0,20.0
7267,6310.98,43,4.61,Retail,2,5736.18,0.24,0.12,0.95,25,2.99,0.34,0.42,70.0,30.0
7268,5117.66,36,7.1,Services,1,2601.14,0.12,0.21,0.85,32,2.43,0.44,0.45,76.0,24.0
7269,5274.49,41,6.03,Manufacturing,2,4809.62,0.53,0.26,0.88,9,2.7,0.35,0.26,63.0,37.0
7270,3748.59,36,3.38,Education,2,2720.88,0.41,0.18,0.95,11,2.93,0.5,0.19,60.0,40.0
7271,2500.0,25,4.11,Manufacturing,1,1865.85,0.44,0.15,0.8,29,3.1,0.58,0.33,65.0,35.0
7272,5354.21,37,7.83,Retail,1,2355.85,0.43,0.2,0.89,25,2.9,0.65,0.41,77.0,23.0
7273,6357.44,37,3.36,Government,0,3004.95,0.24,0.23,1.0,24,2.89,0.64,0.33,66.0,34.0
7274,4661.29,39,8.92,Manufacturing,2,3255.8,0.46,0.17,0.78,24,2.83,0.58,0.16,77.0,23.0
7275,7154.64,33,4.64,Education,2,4797.28,0.35,0.25,0.72,14,3.06,0.53,0.32,56.0,44.0
7276,3944.13,28,7.87,Services,2,3435.38,0.33,0.22,0.83,10,3.06,0.36,0.21,68.0,32.0
7277,3417.94,40,5.04,Government,0,2325.3,0.61,0.29,1.0,31,2.89,0.7,0.39,72.0,28.0
7278,4899.15,24,6.7,Healthcare,0,4131.98,0.52,0.12,0.8,32,2.84,0.57,0.3,75.0,25.0
7279,4876.11,46,7.59,Construction,0,3419.78,0.1,0.13,0.87,18,2.61,0.52,0.26,74.0,26.0
7280,6154.95,33,7.58,Healthcare,0,3600.6,0.43,0.18,0.93,7,2.64,0.52,0.22,70.0,30.0
7281,3837.56,36,4.62,Healthcare,1,3260.27,0.56,0.13,0.93,22,2.42,0.63,0.21,68.0,32.0
7282,7052.14,39,4.21,Construction,0,4257.33,0.21,0.28,0.88,18,2.76,0.38,0.25,61.0,39.0
7283,7950.38,39,5.38,Services,2,5704.72,0.27,0.21,0.68,30,2.58,0.46,0.31,65.0,35.0
7284,4941.28,23,3.55,Finance,4,4498.04,0.55,0.18,1.0,16,2.64,0.3,0.22,64.0,36.0
7285,6874.57,41,5.86,Technology,0,5581.59,0.33,0.28,0.76,29,3.04,0.38,0.13,67.0,33.0
7286,3415.25,37,4.27,Education,3,3352.54,0.1,0.21,0.89,24,2.97,0.69,0.44,65.0,35.0
7287,6612.83,29,7.12,Services,2,5967.32,0.58,0.19,0.92,34,2.67,0.52,0.13,79.0,21.0
7288,6570.91,29,4.64,Services,3,7227.13,0.37,0.16,0.95,28,2.72,0.42,0.17,71.0,29.0
7289,6295.16,32,2.89,Finance,0,4718.96,0.46,0.23,0.95,20,3.24,0.5,0.27,61.0,39.0
7290,4976.66,24,7.6,Healthcare,3,3410.51,0.39,0.23,0.8,26,2.63,0.6,0.19,73.0,27.0
7291,2500.0,48,5.78,Healthcare,4,2463.41,0.57,0.23,0.79,24,2.94,0.52,0.27,66.0,34.0
7292,4037.41,46,5.54,Services,3,4263.55,0.24,0.24,0.95,11,3.11,0.58,0.3,65.0,35.0
7293,4061.13,38,7.14,Healthcare,2,2427.79,0.5,0.27,0.89,28,2.85,0.38,0.29,74.0,26.0
7294,3532.62,33,6.81,Manufacturing,0,2290.77,0.6,0.16,0.81,23,2.88,0.61,0.18,71.0,29.0
7295,5183.36,33,4.36,Government,0,2815.68,0.2,0.31,0.84,6,2.46,0.68,0.25,54.0,46.0
7296,4371.55,41,4.83,Education,3,3766.97,0.29,0.29,0.81,12,2.72,0.36,0.25,58.0,42.0
7297,3763.08,49,3.83,Healthcare,0,2873.2,0.65,0.29,1.0,19,2.84,0.57,0.18,64.0,36.0
7298,3411.8,30,3.3,Healthcare,1,2943.36,0.56,0.19,0.95,31,3.09,0.59,0.15,68.0,32.0
7299,3926.73,26,6.37,Retail,0,2480.05,0.28,0.16,0.77,18,2.69,0.54,0.19,66.0,34.0
7300,6682.25,47,6.09,Construction,2,5742.5,0.22,0.21,0.95,29,2.83,0.51,0.26,75.0,25.0
7301,4008.46,23,6.64,Manufacturing,2,2403.12,0.44,0.21,0.6,30,3.05,0.37,0.46,66.0,34.0
7302,4227.59,26,7.42,Technology,4,2812.26,0.45,0.24,0.85,22,3.02,0.47,0.31,72.0,28.0
7303,4314.95,33,6.66,Finance,3,4274.17,0.39,0.19,0.91,30,2.88,0.51,0.39,76.0,24.0
7304,5508.49,23,6.8,Technology,1,2423.74,0.75,0.25,0.82,23,2.68,0.7,0.21,70.0,30.0
7305,5684.37,43,2.38,Technology,2,3964.97,0.5,0.18,0.71,18,2.91,0.38,0.5,52.0,48.0
7306,2500.0,41,5.04,Manufacturing,1,1973.65,0.27,0.2,0.84,22,2.83,0.62,0.34,65.0,35.0
7307,6532.45,30,6.95,Energy,0,4390.21,0.56,0.24,0.81,17,2.56,0.56,0.35,68.0,32.0
7308,7154.55,45,3.75,Construction,3,3720.37,0.41,0.21,0.75,30,2.76,0.32,0.34,62.0,38.0
7309,3424.72,46,5.64,Government,1,2646.7,0.3,0.17,0.91,27,2.91,0.57,0.39,72.0,28.0
7310,3541.55,34,6.28,Government,1,2196.68,0.54,0.15,0.76,36,3.1,0.47,0.33,73.0,27.0
7311,4324.62,31,6.16,Services,0,2863.25,0.62,0.25,0.95,23,2.65,0.62,0.32,72.0,28.0
7312,3865.99,53,6.05,Government,2,2725.99,0.43,0.22,0.7,27,2.97,0.49,0.4,66.0,34.0
7313,5335.89,40,6.4,Retail,1,3408.88,0.25,0.27,0.84,26,2.68,0.6,0.29,70.0,30.0
7314,2500.0,37,5.77,Healthcare,0,1175.09,0.42,0.26,0.93,28,2.79,0.4,0.08,72.0,28.0
7315,3323.11,45,3.31,Technology,3,2652.92,0.26,0.19,0.79,27,2.72,0.52,0.33,61.0,39.0
7316,7308.8,37,6.26,Finance,0,5654.22,0.43,0.25,0.93,18,3.19,0.53,0.09,69.0,31.0
7317,3607.67,30,5.93,Services,1,2411.76,0.51,0.22,0.91,25,2.93,0.43,0.27,71.0,29.0
7318,6865.14,35,3.33,Manufacturing,2,5044.08,0.1,0.19,0.72,24,2.96,0.48,0.34,58.0,42.0
7319,5533.01,43,7.57,Education,3,4168.64,0.51,0.33,0.67,41,2.66,0.46,0.33,73.0,27.0
7320,2500.0,23,6.3,Retail,3,1694.51,0.34,0.32,0.8,10,2.91,0.6,0.19,61.0,39.0
7321,5952.99,32,3.43,Finance,3,4258.11,0.32,0.23,0.7,30,2.56,0.48,0.13,59.0,41.0
7322,4823.5,46,4.27,Services,0,3242.15,0.2,0.16,0.76,36,2.3,0.5,0.18,68.0,32.0
7323,4316.8,30,4.65,Education,3,4770.06,0.24,0.18,0.8,16,2.71,0.61,0.08,61.0,39.0
7324,5367.44,47,4.65,Retail,0,4012.45,0.66,0.17,0.86,41,3.07,0.55,0.16,73.0,27.0
7325,5711.95,46,5.94,Retail,0,4066.93,0.53,0.24,0.95,25,2.72,0.52,0.22,72.0,28.0
7326,6061.39,34,4.04,Energy,0,5147.02,0.59,0.22,0.88,22,2.93,0.41,0.28,63.0,37.0
7327,6767.38,30,7.19,Manufacturing,3,6130.1,0.27,0.18,0.88,24,3.3,0.49,0.36,74.0,26.0
7328,5612.2,32,7.07,Services,1,4676.14,0.67,0.3,0.78,25,2.78,0.55,0.26,69.0,31.0
7329,2936.55,56,6.43,Technology,1,2168.73,0.39,0.18,0.79,26,3.15,0.67,0.33,70.0,30.0
7330,4289.53,49,5.57,Technology,0,2982.09,0.28,0.29,0.79,14,2.38,0.3,0.28,60.0,40.0
7331,9414.57,36,6.91,Healthcare,0,4793.42,0.24,0.26,0.94,27,2.68,0.46,0.51,75.0,25.0
7332,6086.74,30,5.09,Manufacturing,2,4521.25,0.24,0.23,0.81,10,2.9,0.45,0.16,59.0,41.0
7333,8553.93,35,4.41,Finance,0,5079.39,0.29,0.16,0.98,20,2.77,0.42,0.51,68.0,32.0
7334,7093.15,36,7.29,Education,2,5009.21,0.27,0.28,0.91,21,2.91,0.33,0.22,72.0,28.0
7335,5362.7,25,5.98,Manufacturing,2,3749.39,0.54,0.3,0.95,24,2.6,0.59,0.29,70.0,30.0
7336,5452.11,35,4.47,Manufacturing,2,5188.89,0.79,0.21,0.88,23,3.21,0.57,0.23,65.0,35.0
7337,4945.13,45,4.87,Manufacturing,3,3941.71,0.36,0.26,0.88,26,3.11,0.56,0.24,67.0,33.0
7338,2500.0,23,4.4,Technology,0,1588.89,0.37,0.2,0.95,13,2.94,0.48,0.25,63.0,37.0
7339,5027.07,41,8.53,Services,0,4273.01,0.12,0.28,0.92,24,2.6,0.45,0.19,78.0,22.0
7340,6816.01,45,5.51,Manufacturing,2,5950.75,0.26,0.15,0.81,16,2.8,0.4,0.29,65.0,35.0
7341,4100.54,30,5.74,Healthcare,3,3469.2,0.16,0.25,0.85,26,3.01,0.54,0.32,68.0,32.0
7342,5617.93,48,6.58,Retail,1,4670.87,0.52,0.1,0.8,38,2.68,0.41,0.08,78.0,22.0
7343,6277.39,29,3.68,Healthcare,3,4758.36,0.69,0.14,0.87,24,3.11,0.57,0.14,64.0,36.0
7344,3635.48,38,7.14,Manufacturing,1,2429.55,0.24,0.15,0.86,36,2.88,0.39,0.22,79.0,21.0
7345,4323.05,32,4.59,Healthcare,0,2653.63,0.37,0.2,1.0,26,2.77,0.65,0.52,71.0,29.0
7346,3473.13,32,8.25,Services,1,2578.63,0.36,0.16,0.81,18,2.99,0.49,0.21,73.0,27.0
7347,3766.75,30,5.03,Energy,0,2624.19,0.5,0.16,0.81,25,2.64,0.46,0.32,67.0,33.0
7348,3068.59,40,7.06,Education,1,1873.64,0.42,0.19,0.6,7,2.74,0.45,0.4,58.0,42.0
7349,3649.33,41,1.75,Technology,0,2520.59,0.72,0.19,0.79,26,2.69,0.62,0.24,56.0,44.0
7350,7129.18,34,3.74,Education,0,5064.9,0.29,0.14,0.95,34,2.48,0.54,0.23,71.0,29.0
7351,3626.78,24,5.06,Manufacturing,3,2844.12,0.53,0.13,0.95,16,2.38,0.7,0.26,68.0,32.0
7352,5189.69,38,2.45,Education,0,3287.39,0.31,0.16,0.95,32,2.62,0.61,0.21,66.0,34.0
7353,4245.7,38,6.4,Construction,0,2276.99,0.16,0.25,0.9,16,2.65,0.41,0.37,68.0,32.0
7354,6768.3,33,5.97,Finance,4,4729.36,0.61,0.33,1.0,22,2.93,0.49,0.39,70.0,30.0
7355,6966.74,49,4.01,Manufacturing,2,4475.06,0.68,0.27,0.82,15,2.73,0.52,0.32,57.0,43.0
7356,6296.1,23,5.48,Finance,2,5455.43,0.46,0.18,0.87,24,2.93,0.52,0.32,69.0,31.0
